CD,Misc,PMID,label,title,abstract
CD008054,0,16925121,0,"[Papillomavirus and factors associated with high-risk, cervical intraepithelial neoplasia in Cauca, Colombia].",Evaluating the role of the main factors associated with high-risk cervical intraepithelial neoplasia in women from the Cauca Department in Colombia.
CD008054,0,21145755,0,Future challenges in head and neck cancer: from the bench to the bedside?,"HNC is the 11th most frequent carcinoma with a world-wide yearly incidence exceeding over half a million cases [1], a 10:1 male gender predilection and country specific variability [2]. The principal risk factors are tobacco and alcohol use and, in a growing population without these exposures, HPV infection. While much progress has been made in understanding the molecular basis of cancer, the 5-year mortality of head and neck cancer has remained approximately 50%. To this date we have not been able to translate as much of our basic science knowledge into significant disease altering therapeutic strategies in terms of local, loco-regional, functional and overall survival. Challenges remain in all aspects of head and neck cancer management: prevention, diagnosis, surgical and non-surgical treatment."
CD008054,0,16418511,1,Cost-effectiveness analysis based on the atypical squamous cells of undetermined significance/low-grade squamous intraepithelial lesion Triage Study (ALTS).,"The ALTS (atypical squamous cells of undetermined significance [ASCUS] and low-grade squamous intraepithelial lesion [LSIL] Triage Study) suggests that, for women diagnosed with ASCUS, human papillomavirus (HPV) DNA testing followed by referral to colposcopy of only those women with oncogenic HPV (i.e., HPV DNA testing) is as effective at detecting cervical intraepithelial neoplasia (CIN) 3 or cancer (CIN3+) as referring all women with ASCUS for immediate colposcopy. We conducted a cost-effectiveness analysis of the ALTS trial to determine whether HPV DNA testing is a cost-effective alternative to immediate colposcopy or conservative management with up to three cytology examinations."
CD008054,0,17566560,0,Human papillomavirus testing for precancerous lesions of the cervix.,"As new technologies are introduced that increase the sensitivity of detecting patients at risk and the incidence of cervical cancer continues to decrease in the US, annual screening for this disease may actually be overscreening. It has been shown that the screening interval can safely be increased to every 2 years if liquid-based testing is performed with reflex HPV testing in patients under 30 and can be increased to every three years in patients over the age of 30 if they are done together and both are negative.13,14 As we move into the age of risk stratification as a screening tool with HPV testing and liquid-based screening, it is imperative that the aforementioned recommendations are followed in order to keep the costs of screening at a minimum. Unfortunately, despite data confirming its safety and efficacy, many patients are unconvinced. The overwhelming respondents in one series would still seek to obtain annual screening. In order to complete the paradigm shift in the screening for cervical cancer using the current technologies, more education will be required of the public and health care community to understand and accept the differences, most notably the increased screening interval. The true effects of the HPV vaccine will not be known for some time. Therefore, appropriate screening is still imperative even for those vaccinated because it does not offer complete protection from other strains of the HPV virus."
CD008054,0,10976721,0,Human papillomavirus detection by the hybrid capture II assay: a reliable test to select women with normal cervical smears at risk for developing cervical lesions.,"The reliability of the Hybrid Capture II (HC-II; Digene, Silver Spring, MD, U.S.A.) assay was tested in detecting 18 human Papillomavirus (HPV) types for the screening of cervical lesions. Cytology, HPV testing, colposcopy, and biopsy were used to monitor 204 women with normal smears at the first entry. The median follow-up was 15 months (range, 4-27 months). The primary endpoint was clinical progression defined as the presence of a cervical intraepithelial lesion at the biopsy. In the patient population of 204 HPV-infected women, 81 (39.7%) had a persistent HPV infection at two or three examinations with a final histologic diagnosis of 14 high-grade and 13 low-grade squamous intraepithelial lesions (SIL) within 4 to 22 months. Women with regressive HPV infection did not develop any lesion during the same period. The evaluation of the viral load of high-risk HPV by the HC-II did not represent a sensitive approach to predict the persistence or the apparition of high-grade lesions. Thus, persistent high-risk HPV infection detected with HC-II represents a reliable tool to select populations at risk for the development of high-grade cervical lesions."
CD008054,0,17385693,0,Prevalence of human papillomavirus types in women screened by cytology in Germany.,"Incidence and mortality rates of cervical cancer are higher in Germany than in other Western European countries. Type-specific human papillomavirus (HPV) distribution was investigated for the first time in Germany in an epidemiological study including 8,101 women. Women above the age of 30 years, self-referring for cervical cancer screening, were enrolled in two study centers in Hannover (Northern Germany) and Tübingen (Southern Germany). Participants were screened by the Pap smear and the hybrid capture 2 (HC2) test using the high-risk probe. All samples that were positive by the HC2 test were genotyped using the prototype PGMY09/11 PCR line blot assay. Most women in the study population had a negative Pap smear (96.7%). Prevalence of high-risk type HPV detected by HC2 was 6.4% and prevalence of carcinogenic types detected by PGMY09/11 was 4.3%. Of the PGMY09/11 PCR-positive women, 70.2% had a single infection, 28.1% had multiple infections and 1.7% remained uncharacterized. 32 different HPV types were detected using PGMY09/11 PCR. HPV 16, 31, 52, 51, 18, and 45 were the most common carcinogenic types in the study population. Among women with histologically confirmed high-grade lesions HPV 16, 45, 58, 18, 31, 33, and 52 were the predominant types. These results provide valuable information for the management of HPV infections in Germany, both in terms of future strategies of screening and vaccination."
CD008054,0,19436214,1,"A 7.5-year prospective study of longer than 18 months type-specific human papillomavirus persistence in a routine cytology-based cervical screening population of about 31,000 women in West Germany.","The objective of this study was to analyse the prevalence, infection pattern, duration and outcome of long-term, type-specific, persistent human papillomavirus (HPV) infections in a routine cytology-based cervical screening population of West German women followed up for 7.5 years. From a screening population of 31,000 women, a strictly selected cohort of 100 patients with > or =18-month persistent, type-specific HPV infection were prospectively followed up for a mean of 35.52 months (+/-13.0). HPV type prevalence and odds ratios for regression, progression and steady state were analysed, as well as the influence of age and HPV coinfection on outcome. Altogether, 21 different genotypes were detected. Seventy-two percent of women were infected with high-risk HPVs, 24% with low-risk and 4% with unknown risk HPV types; 44% of cases had coinfections with multiple HPV types. The risk of progression in low-grade squamous intraepithelial lesions and high-grade squamous intraepithelial lesions was the highest for infections with high-risk HPVs [odds ratio: 2.2 (0.79-6.11, 95% confidence interval)], whereas cases with low-risk and unknown risk HPVs tended to regress or remained unchanged during follow-up. The mean duration of infections showed considerable variation among the different HPV types and risk groups detected and ranged between 19.7 and 54.3 months. Age was not significantly associated with disease progression and infection duration, and histology had a poor sensitivity for detecting high-grade dysplasia. In conclusion, detecting long-term persistent HPV infections by genotyping may help to identify women with cervical intraepithelial lesions who are at lower and higher risk of developing high-grade precancer and cancer. This may influence future screening strategies and therapy decisions."
CD008054,0,9461053,0,1998 guidelines for treatment of sexually transmitted diseases. Centers for Disease Control and Prevention.,"These guidelines for the treatment of patients who have sexually transmitted diseases (STDs) were developed by CDC staff members after consultation with a group of invited experts who met in Atlanta on February 10-12, 1997. The information in this report updates the ""1993 Sexually Transmitted Diseases Treatment Guidelines"" (MMWR 1993;42[no. RR-14]). Included are new recommendations for treatment of primary and recurrent genital herpes and management of pelvic inflammatory disease; a new patient-applied medication for treatment of genital warts; and a revised approach to the management of victims of sexual assault. Revised sections describe the evaluation of urethritis and the diagnostic evaluation of congenital syphilis. These guidelines also include expanded sections concerning STDs among infants, children, and pregnant women and the management of patients who have asymptomatic human immunodeficiency virus infection, genital warts, and genital herpes. Guidelines are provided for vaccine-preventable STDs, including recommendations for the use of hepatitis A and hepatitis B vaccines."
CD008054,0,14989139,1,Human papillomavirus viral load in predicting high-grade CIN in women with cervical smears showing only atypical squamous cells or low-grade squamous intraepithelial lesion.,Human papillomavirus (HPV) viral load may have an important role in predicting high-grade cervical intraepithelial neoplasia (CIN) in women with cervical smears showing atypical squamous cells or LSIL.
CD008054,0,8228010,0,"[Cancer of the cervix, papillomavirus, contraception and tobacco].","This survey started in May 1989 and deals with 2,436 patients treated by 10 gynecologists from the Brussels region. In addition to routine cytological analysis in cervical smears, an additional test for Human Papilloma Virus (HPV 16, 18 and 33) was advised for these women. Gynecologists filled in a questionnaire about these patients. In cases with benign cytology, virus prevalence was 2 times greater in woman who took contraceptive pills, over at least 6 months, than in each of the other groups using either diaphragm or male condoms or no contraception, or at menopausal age. It was strange to find that viral prevalence varied according to the pill trade mark, but not according to the pill hormonal content. No confounding factor in population recruitment could be detected. In contrast to viral infection, prevalence of cancer lesions was not increased in the oral contraception group. Squamous intraepithelial lesions of Low Grade and High Grade (SIL LG and HG) were on the contrary 2 times less frequent in women taking the pill, with or without HPV infection. During follow-up of 223 women, the same HPV genotype persisted in SIL lesions but it disappeared within 4 to 8 weeks in 68% of normal cervical smears. However, beyond this period, the proportion of women with persisting virus remained nearly constant, indicating that a subgroup may be less able to mount a defence against the infection. Risk factor of cigarette smoking for SIL LG or HG was 1.6 in women with HPV and 4.0 in those with no virus. This factor was 3.3 in women with oral contraception and 4.5 in the other group."
