CD,Misc,PMID,label,title,abstract
CD009694,0,16179046,0,"Experiences of families when a relative is diagnosed brain stem dead: understanding of death, observation of brain stem death testing and attitudes to organ donation.","Brain stem death may be a difficult concept for relatives to understand. Our ITU practice follows published recommendations that the use of explanatory leaflets showing CT scans and observing brain stem death testing in some cases may help relatives to understand that death has occurred. Using this strategy, we interviewed 27 relatives 12 months after bereavement following certification by brain stem testing, investigating their understanding of brain stem death, subsequent attitudes to organ donation, grief reactions and attitudes of those who had observed the tests. Most relatives understood that the brain stem death tests indicated that survival was not possible, although three relatives had not fully understood this and valued the opportunity to discuss it again. Only five relatives observed the tests, all were pleased that they had done so as this had confirmed their understanding that death had occurred; however, these relatives had more evidence of psychological distress. No relatives who agreed to organ donation regretted this but three who did not allow donation subsequently expressed regret. Several relatives thought that observing the tests would have helped them to understand that death had occurred, making easier the decision to allow organ donation."
CD009694,0,19406767,1,CT angiography for brain death diagnosis.,"Lack of cerebral circulation is an important confirmatory test for brain death (BD). Conventional angiography remains the standard imaging method, but CT angiography (CTA) is emerging as an alternative. France accepts BD diagnoses relying on a score based on lack of opacification of 7 intracerebral vessels in CTA images. The purpose of this study was to validate the efficiency of this score and to evaluate the sensitivity of a novel 4-point CTA score in confirming BD."
CD009694,0,21971739,1,Computed tomography angiography (CTA) to prove circulatory arrest for the diagnosis of brain death in the context of organ transplantation.,"For the determination of brain death (BD) in potential organ donors, confirmatory tests that show cessation of cerebral circulation are used in many countries. Conventional angiography is considered the golden standard among these ancillary examinations. In recent years other angiographic techniques such as CT angiography (CTA) have been increasingly employed to establish the diagnosis of BD. We report our experience with CTA in this setting."
CD009694,0,8169618,0,Hemorrhagic dilation of the fourth ventricle: an ominous predictor.,"Very little is known about the effect of computerized tomography (CT)-documented fourth intraventricular hemorrhage (IVH). An analysis of 50 patients with CT-documented fourth IVH treated between 1987 and 1992 is presented. The various etiologies included intraparenchymal hemorrhage with secondary fourth IVH (19 cases), spontaneous subarachnoid hemorrhage (18 cases), spontaneous IVH (seven cases), and trauma (six cases). Overall, 28 patients (56%) had hemorrhagic dilation of the fourth ventricle and all 28 suffered brain death, despite aggressive therapy in 79% of cases. Twenty-two patients (44%) had fourth IVH without dilation; of these, nine (41%) died and 13 (59%) experienced functional survival, despite aggressive care in 90% of cases. The survival rate was significantly worse for patients with dilation of the fourth ventricle (p < 0.01, chi-squared test). Of the 28 patients with fourth IVH associated with dilation, 25 (89%) had diffuse clot, involving the lateral and third ventricles as well, and three (11%) had isolated fourth IVH. Of the 22 patients with fourth IVH and no dilation, 13 (59%) had diffuse IVH (eight of these died and five had functional recovery) and nine (41%) had isolated fourth IVH (one died and eight had functional recovery). Diffuse ventricular clot was associated with an increased mortality rate for patients with fourth IVH and no dilation (p < 0.05). Of the 28 patients with fourth IVH associated with dilation, 24 (86%) presented with a Glasgow Coma Scale (GCS) score of 3 or 4, one with a GCS score of 6, and three with a GCS score of 13 to 15; all 28 died. For the 22 patients with fourth IVH and no dilation, nine presented with a GCS score of 3 to 5 (eight died and one had functional recovery), three had a GCS score of 6 to 8 (all three had functional survival), two had a GCS score of 9 to 12 (both had functional survival), and eight had a GCS score of 13 to 15 (one died and seven had functional survival). There was a greater chance of higher GCS scores in patients with fourth IVH and no hemorrhagic dilation (p < 0.01). Logistic regression multivariate analysis showed hemorrhagic fourth ventricular dilation to be the most significant outcome predictor (p = 0.0001), followed by GCS score (p = 0.007) and the presence of diffuse IVH (p = 0.0279)."
CD009694,0,22327714,1,CT angiography as a confirmatory test in brain death.,"From recent studies, it remains unclear whether CT angiography could be an alternative to other established ancillary tests for the diagnosis of brain death. We examined intracranial contrast enhancement in CT angiography after clinically established brain death and compared the results with EEG and TCD findings."
CD009694,0,8561037,0,Head-injured adult patients with GCS of 3 on admission--who have a chance to survive?,"The authors analysed a series of 111 adult patients admitted to the Department of Neurosurgery, Medical University of Lódź directly after trauma with initial GCS of 3 points. 74% of them had intracranial haematoma, mainly subdural, and were treated surgically within the first 3 hours after trauma. 8 patients had no abnormalities on CT scans. 99 (89%) patients died 2 to 30 days after injury, 8 (7%) survived in a vegetative state, and only in 4 (4%) was a satisfactory result noted, but 2 of them had a stable neurological deficit. 3 of these 4 patients had epidural haematomas and 1 had not abnormalities on repeated CT examinations. We conclude, that among patients with GCS of 3 on admission, only those without major CT abnormalities or with epidural haematoma have a chance of survival. Cases with cerebral lesions on the initial CT examination have an invariably bad prognosis. They could be taken into account as a potential organ donor from the very moment of admission, but only after cerebral circulatory arrest occurred and brain death has been proved according to internationally accepted standards."
CD009694,0,15621089,0,Identification by CT scan of ischemic stroke patients with high risk of brain death.,"The identification of patients with high risk of evolution to brain death is one of the more important tasks of transplant coordination teams. Although most of pool of potential donors come from the group of patients who suffer a head injury or hemorrhagic stroke, the procurement of organs from brain-dead patients suffering an ischemic stroke as the cause of brain damage must also be considered. The main objective of this study was to investigate the radiological signs that in the CT scan of admission to a neurological ICU are more frequently associated with progression to brain death. We studied the CT scans of 15 brain-dead patients after an ischemic stroke versus the scans of 15 recovered patients admitted to ICU with the same diagnosis. The radiological signs included: insular ribbon sign, hyperintensities inside the big arteries of the base of the skull, hemispheric hypodensities, midline shift, and compression of the cerebrospinal fluid spaces. There were two signs significantly associated with brain death: midline shifts and the compression of the ambiens cistern. It may be concluded that analysis of the CT scan at admission of patients with an ischemic stroke in the ICU can predict the risk of evolution to brain death."
CD009694,0,19682299,0,Absence of residual Hodgkin's disease demonstrated by PET/CT in a deceased organ donor.,"With the current limited availability of organs for transplantation, it is important to consider marginal donor candidates, including survivors of potentially curable malignancies such as lymphoma. The absence of refractory/recurrent residual disease at the time of brain death can be difficult to establish. Therefore, it is critical to have objective data to decide whether to proceed or not with organ procurement and transplantation. We report a unique situation in which (18)F-fluorodeoxyglucose positron emission tomography (PET) was used to rule out Hodgkin's lymphoma recurrence in a 33-year-old, heart-beating, brain-dead, potential donor with a past history of Hodgkin's disease and a persistent mediastinal mass. PET showed no significant uptake in the mass, allowing organ donation and transplantation to occur. We present a new means of evaluating potential brain-dead donors with a past history of some lymphoma, whereby PET may help transplant physicians by optimizing donation safety while rationalizing the inclusion of marginal donors."
CD009694,0,12049541,0,Prospective evaluation of the safety of enoxaparin prophylaxis for venous thromboembolism in patients with intracranial hemorrhagic injuries.,Patients with traumatic intracranial hemorrhagic injuries (IHIs) are at high risk for venous thromboembolism (VTE). The safety of early anticoagulation for IHI has not been established.
CD009694,0,15459624,0,Status epilepticus after a massive intravenous N-acetylcysteine overdose leading to intracranial hypertension and death.,"Cases of N-acetylcysteine overdose have been reported before. In some cases, these overdoses have led to death if an anaphylactoid reaction was present. A healthy 30-month-old girl allegedly ingested acetaminophen at 418 mg/kg. Because the emergency physician feared the time of ingestion might not be accurate, he decided to start the 20.5-hour intravenous N-acetylcysteine protocol 8 hours after ingestion. He mistakenly prescribed the maximum milliliter-per-kilogram volume of the dextrose 5% diluent for the milliliter-per-kilogram volume of N-acetylcysteine 20% to be administered. Five hours after the error was detected (19.5 hours postingestion), the patient started developing myoclonus on the left side of her body, with left eye deviation. This condition persisted intermittently for 3 hours despite treatment with diazepam, lorazepam, and phenytoin. A first computed tomographic scan result was normal. A few hours later, she sustained shorter recurrences of the myoclonus. At 30 hours after ingestion, she started to have irregular breathing and became unresponsive to pain. A repeated computed tomographic scan showed diffuse cerebral edema. A postmortem examination showed the presence of acute anoxic encephalopathy with marked cerebral edema and the beginning of uncal herniation that confirmed the clinical diagnosis of intracranial hypertension and brain death. A cumulative intravenous dose of 2,450 mg/kg of N -acetylcysteine was associated with status epilepticus, intracranial hypertension, and death in a child."
CD009694,0,17415206,0,Early hypodensity on computed tomographic scan of the brain in an accidental pediatric head injury.,"Hypodensities on computed tomographic (CT) brain scans are thought to take at least 6 hours to become apparent after blunt head trauma. This finding, in conjunction with the later evolution of the hypodensities, is used in timing the injury in children with suspected non-accidental brain injury, in whom the history may be inaccurate. The purpose of this study is to report the occurrence of diffuse cerebral parenchymal hypodensities on CT scans performed within 5 hours of a well-defined accidental head injury."
CD009694,0,16564244,0,Ex vivo evaluation of human lungs for transplant suitability.,"If lungs could be retrieved from non-heart-beating donors, the critical shortage of lungs for transplant could be alleviated. An obstacle to this approach is the inability to predict these lungs' suitability for transplant. We used human lungs deemed unsuitable for transplant to develop a method to perfuse and ventilate human lungs ex vivo to assess gas exchange and vascular resistance, and to perform bronchoscopic inspection and radiographic evaluation."
CD009694,0,7936259,0,Brain single-photon emission computed tomography.,"Single-photon emission computed tomography (SPECT) provides cost-effective information on regional cerebral perfusion and, indirectly, on regional cerebral metabolism. Its ease of use facilitates the application of SPECT in clinical neurology. SPECT is emerging as a useful tool for the management of patients with stroke, epilepsy, recurrent brain neoplasms, and some forms of dementia. The applications being investigated, such as in vivo receptor labeling for benzodiazepines, serotonin, dopamine, and muscarinic receptors, may expand the clinical usefulness of this technique in the future."
CD009694,0,19263358,0,Gunshot injuries due to celebratory gun shootings.,Traditional shooting with guns often occurs and leads to unwanted gunshot injuries in areas where celebrations are held. Such injuries have been classified as celebratory gun shooting injury in the international disease classification system.
CD009694,0,8239201,0,Fatal cerebral gunshot wounds: factors influencing organ donation.,"Patients with clinical brain death following head injury are important potential cadaveric organ donors. We analyzed our series of cranial gunshot wounds with particular attention to the frequency and patterns of organ donation after fatal injuries. Sixty-six patients with gunshot wounds to the head, including 59 with intracranial involvement (43 male, average age 26 years) were seen during a 4-year period. Injuries were limited to the head in 50 of 59 patients. Overall mortality was 66 per cent. Predictors of mortality included Glasgow Coma Scale (GCS) of six or less (93%), self-inflicted gunshot wounds (75%), and computed tomography (CT) findings of bihemispheric injury (87%) or ventricular injury (82%). Of the 39 patients who died, 28 met standard criteria for brain death, and nine of these went on to organ procurement. Thirteen families refused donation, and six patients were not harvested for reasons including old age, pregnancy, suspicion of AIDS, coroner refusal, and failure to pursue consent. Principles essential to maximal organ retrieval include: 1) Recognition that patients suffering cerebral gunshot wounds represent potential organ donors and that certain factors are predictive of mortality; 2) Critical care/trauma team approach with standardized management and timely declaration of brain death; 3) Early search for family members and prompt notification of organ procurement agencies; 4) Sensitivity to cultural issues influencing donation; and 5) Programs to increase public awareness of organ donation."
CD009694,0,19931796,0,Valproic acid intoxication imitating brain death.,"The declaration of brain death requires a standardized clinical neurologic examination and, importantly, the resolution of the underlying cause. Because sedative and anesthetic agents can closely mimic brain death, intoxications must be ruled out. Aspects of brain stem function, particularly the pupillary responses to light, remain intact in most cases of poisonings. Intoxications that cause a condition that fully mimics brain death have only been described in cases of intoxications with tricyclic antidepressants and barbiturates so far. We report the case of a 19-year-old man who presented with severe confusion and developed a deep coma over the next hours. Clinical examination revealed absence of all brain stem reflexes including missing pupillary responses to light. Blood analysis revealed a valproic acid intoxication with levels of 12,430 micromol/L (normal, 350-700 micromol/L) with concomitant severe hyperammonemia of 500 micromol/L (normal, <30 micromol/L), and treatment was initiated including the administration of L-carnitine and a continuous venovenous hemodiafiltration. Brain edema as the cause of absent brain stem reflexes was ruled out twice by computed tomography. After normalization of the serum levels, the patient had a full clinical recovery."
