CD,Misc,PMID,label,title,abstract
CD010526,0,25859102,0,"A spectro photometric comparative evaluation of apical sealing ability of three different sealers; calcium hydroxide based, resin based and zinc oxide eugenol based sealers.","The aim of this study was to quantitatively analyze the amount of dye leakage with AH26, Sealapex and Tubliseal sealers in endodonticaly treated teeth."
CD010526,0,8509736,0,Sealing ability of three materials used to repair lateral root perforations.,"Thirty-five extracted single-rooted human teeth were decoronalized, root filled with AH-26 and gutta-percha, and perforated at the apical one third level. Repairs of the lateral perforations were carried out with three materials: amalgam plus cavity varnish, EBA cement, and silver glass-ionomer cement. Negative controls were not perforated and positive controls had unrepaired perforations. The roots were then implanted subcutaneously in rats for 5 days to place the materials in a surgical environment. Following retrieval, the roots were placed in a solution containing 20 microCi/ml of calcium-45 for 7 days to measure microleakage. They were rinsed, sectioned, and autoradiographs of the repaired perforations were made. The autoradiographs were projected onto a screen and the extent of penetration of the radioisotope measured. Statistical analysis showed that the EBA cement group exhibited significantly less leakage than the silver glass-ionomer cement group (p < 0.05). No differences were found between the other groups. It was concluded that EBA cement provides a superior seal in lateral root perforations to silver glass-ionomer cement while amalgam was intermediate between the two."
CD010526,0,25571688,0,In vitro and clinical outcome of sandwich restorations with a bulk-fill flowable composite liner for pulpotomized primary teeth.,The present study determined whether primary molar pulpotomies showed equal in vitro and clinical success when restored with sandwich restoration with a bulk-fill flowable composite (BFRBC) liner versus a stainless steel crown (SSC) restoration.
CD010526,0,10434089,0,Effect of a fluoride varnish on demineralization adjacent to orthodontic brackets.,"Home fluoride regimens have long been used to reduce the amount of demineralization adjacent to orthodontic appliances. In the absence of patient compliance, another method of applying the fluoride must be used. The purpose of this study was to evaluate, in vitro, the ability of a fluoride varnish, Duraflor, to directly inhibit demineralization of enamel surrounding orthodontic brackets. Brackets were bonded to 36 extracted human canines and premolars with a traditional composite resin and randomly assigned to three equal groups of twelve. Group 1 served as the control with no topical application after bonding. Group 2 was treated with a single application of a nonfluoridated placebo varnish. Group 3 was treated with a single application of Duraflor. All groups were cycled in an artificial caries challenge for 1 hour two times daily for 37 days and were brushed with a medium bristled toothbrush to simulate mechanical wear of the varnish. Demineralization of enamel was evaluated in longitudinal buccolingual tooth sections using polarized light microscopy. Both average depth and area of demineralization were measured with a sonic digitizer. ANOVA (P </=. 0001) and Duncan's test (P </=.05) indicated significant differences in depth and area of demineralized enamel. Those teeth treated with Duraflor exhibited 50% less demineralization than the control teeth and an even greater difference when compared to the placebo group. Fluoride varnishes should be considered for use as a preventive adjunct to reduce enamel demineralization adjacent to orthodontic brackets, particularly in patients who exhibit poor compliance with oral hygiene and home fluoride use."
CD010526,0,1739506,1,The clinical performance of a glass polyalkenoate (glass ionomer) cement used in a 'sandwich' technique with a composite resin to restore Class II cavities.,"The use of glass polyalkenoate (GPA) cement in conjunction with composite resin using an acid etch technique is now well known and a 'sandwich' of tooth/GPA cement/composite resin has been recommended to form the cervical seal at the base of approximal boxes in Class II cavities. This paper reports on the 2-year results of a controlled clinical trial using a commercial GPA lining cement. The trial was designed to evaluate the efficacy of this 'sandwich' technique. Sixty-four restorations in the mouths of 22 patients were evaluated during the 2.5 year period of the trial. The composite resin component of the restorations performed well. Five restorations failed, all in the region of the approximal box. Four failures were related to the exposed GPA cement component of the 'sandwich'. Failure was probably related to placement difficulties of the technique. The use of GPA cement laminated with composite resin when the GPA cement was enclosed within the final restoration appeared to be a successful technique."
CD010526,0,1803337,0,Amalgam buildups: shear strength and dentin sealing properties.,"The retentive strength and sealing properties of amalgam buildups were compared in vitro in three groups of specimens. All teeth were prepared with flat, nonretentive surfaces. In the first group, the amalgam buildups were retained by four self-threading Minim pins. In the second group, retention was provided by a circumferential slot prepared in the dentin just inside the DEJ. The third group utilized an adhesive resin for retention. Dentin permeability was measured as a hydraulic conductance before and after placement of the amalgam buildups and before and after thermocycling. All methods of retention sealed dentin very well even in the absence of cavity varnish. The 90 degree retentive strength was: pins, 10.3 +/- 0.9 MPa; slots, 4.1 +/- 0.5 MPa; resin, 3.1 +/- 0.8 MPa (mean +/- SEM)."
CD010526,0,21231818,0,Effect of resin coating and occlusal loading on microleakage of Class II computer-aided design/computer-aided manufacturing fabricated ceramic restorations: a confocal microscopic study.,To evaluate the effect of resin coating and occlusal loading on microleakage of class II computer-aided design/computer-aided manufacturing (CAD/CAM) ceramic restorations.
CD010526,0,11979718,0,Microleakage of flowable composite resins when utilized as liners in Class II posterior composite resin restorations.,Abstract not available
CD010526,0,1303376,0,Effect of tooth storage and cavity cleansing on cervical gap formation in Class II glass-ionomer/composite restorations.,"Class II cavities with the cervical margin just below the C-E junction and with two cervical retention grooves were prepared in intact human premolars, 31 cavities in teeth stored frozen and 29 cavities in teeth stored in 1% chloramine solution. The teeth from both storage conditions were assigned to two groups; in one group, the cavities were cleaned with a water spray, in the other group, with a cleaner containing 0.2% EDTA and 1% NaF. All cavities were lined with Vitrebond and restored with P50. Cervical contraction gaps were disclosed by a fluorescent resin penetration technique. The length and width of each gap were analysed. A contraction gap was revealed in 17 of the 31 cavities in teeth stored frozen (54.8%) and in 22 of the 29 restorations in the teeth stored in chloramine (75.8%). The width of the gap was significantly greater in teeth stored in chloramine (p = 0.0004). No statistical difference in gap formation was found between cavities cleaned with water or with the detergent containing 0.2% EDTA and sodium fluoride. Since the cavity cleansing procedure was not a significant factor in gap formation, apparently removing the superficial smear layer with the cavity cleaner does not impair the bonding of Vitrebond to the dentin. However, gap formation appeared to be significantly affected by the storage conditions of the extracted teeth. It is suggested that teeth to be used in bond strength and leakage experiments should be stored frozen rather than stored in 1% chloramine solution."
CD010526,0,24155619,0,Comparative Evaluation of Two Different Pit & Fissure Sealants and a Restorative Material to check their Microleakage - An In Vitro Study.,The purpose of this study was to investigate and compare three different pit and fissure sealants with different composition to check their effectiveness for sealing ability and microleakage.
CD010526,0,25162722,0,Evaluation of tensile retention of Y-TZP crowns cemented on resin composite cores: effect of the cement and Y-TZP surface conditioning.,"This study evaluated the effect of the cement type (adhesive resin, self-adhesive, glass ionomer, and zinc phosphate) on the retention of crowns made of yttria-stabilized polycrystalline tetragonal zirconia (Y-TZP). Therefore, 108 freshly extracted molars were embedded in acrylic resin, perpendicular to their long axis, and prepared for full crowns: the crown preparations were removed and reconstructed using composite resin plus fiber posts with dimensions identical to the prepared dentin. The preparations were impressed using addition silicone, and Y-TZP copings were produced, which presented a special setup for the tensile testing. Cementation was performed with two adhesive resin cements (Multilink Automix, Ivoclar-Vivadent; RelyX ARC, 3M ESPE, St Paul, MN, USA), one self-adhesive resin cement (RelyX U100, 3M ESPE), one glass ionomer based cement (RelyX Luting, 3M ESPE), and one zinc phosphate cement (Cimento de Zinco, SS White, Rio de Janeiro, Brazil). For the resin cement groups, the inner surfaces of the crowns were subjected to three surface treatments: cleaning with isopropyl alcohol, tribochemical silica coating, or application of a thin low-fusing glass porcelain layer plus silanization. After 24 hours, all groups were subjected to thermocycling (6000 cycles) and included in a special device for tensile testing in a universal testing machine to test the retention of the infrastructure. After testing, the failure modes of all samples were analyzed under a stereomicroscope. The Kruskal-Wallis test showed that the surface treatment and cement type (α=0.05) affected the tensile retention results. The Multilink cement presented the highest tensile retention values, but that result was not statistically different from RelyX ARC. The surface treatment was statistically relevant only for the Multilink cement. The cement choice was shown to be more important than the crown surface treatment for cementation of a Y-TZP crown to a composite resin substrate."
