CD,Misc,PMID,label,title,abstract
CD012120,0,12370885,0,The effectiveness of a hands-free environmental control system for the profoundly disabled.,To investigate the effectiveness of a hands-free environmental control system (ECS) that allows profoundly disabled persons to activate and control electric devices in their home by using consciously controlled changes in their brain signals.
CD012120,0,17917110,0,Exercise-induced neuroprotection in SMA model mice: a means for determining new therapeutic strategies.,"Due to the prevalence of neuromuscular disorders such as amyotrophic lateral sclerosis and spinal muscular atrophy in modern societies, defining new and efficient strategies for the treatment of these two neurodegenerative diseases has become a vital and still unfulfilled urge. Several lines of experimental evidence have emphasized the benefits of regular exercise training in mouse models for these affections in terms of life span increase and improvement of both motor capacities and motoneuron survival. Identifying molecules that could mimic the neuroprotective effects of exercise represents a promising way to find novel therapies. Some of the effects of exercise are caused by the overproduction of circulating neurotrophic factors, such as IGF-I, whereas others may be due to modifications of the intrinsic properties of the motoneurons within the spinal cord. The causal relationship that links these potential effects of exercise training and the improvement of motor capacity and life span expectancy is consequently discussed."
CD012120,0,3655841,0,Myoadenylate deaminase deficiency: absence of correlation with exercise intolerance in 452 muscle biopsies.,"A histochemical assay was routinely performed of myoadenylate deaminase (MAD) in muscle biopsy specimens. MAD was absent in 13 cases, i.e. 2.9% of the specimens. In 10 cases the deficiency was confirmed biochemically. The diagnoses in the 13 patients were: polyneuropathy (n = 5), infantile spinal muscular atrophy (n = 3), congenital myopathy with type 2 fibre atrophy, facioscapulohumeral myopathy, polymyositis, myotonic dystrophy and hyperornithinaemia with gyrate atrophy of the retina. In contrast, 35 unrelated patients presenting with exercise-related muscle cramps or pains showed normal histochemical MAD activity. The biopsy specimens in all of these patients were essentially normal and in none of them was the diagnosis of a neuromuscular disease made. The results failed to confirm the association of MAD deficiency with aches, cramps and pains or exertional myalgia."
CD012120,0,27379813,0,Resistance exercise training in patients with genitourinary cancers to mitigate treatment-related skeletal muscle loss.,"The use of targeted therapies in patients with genitourinary malignancies has significantly improved outcomes. For example, androgen receptor (AR) pathway inhibitors have improved outcomes for patients with prostate cancer, and antiangiogenic agents have improved outcomes for those with kidney cancer. However, these advances have been accompanied by musculoskeletal side effects that manifest as physical dysfunction. Although the effects of androgen deprivation therapy on skeletal muscle are well-known, an additional concern is that the muscle loss associated with these newer drugs-especially AR pathway inhibitors-may result in insulin resistance and metabolic syndrome, thus increasing the risk for cardiovascular events and diabetes. Antiangiogenic agents also may cause muscle loss, although this has been poorly described in the literature. As these targeted therapies begin to be used in the earlier stages of treatment, there will be a critical need to prevent treatment-related toxicities with nonpharmacologic interventions. Over the past decade, exercise training has emerged as a novel nonpharmacologic adjunctive method to address toxicities resulting from these targeted therapies. Despite numerous studies in patients with prostate cancer, there remains a large gap in our knowledge of the true efficacy of exercise therapy, as well as the best way to prescribe exercise programs. Here, we suggest that the central role of skeletal muscle in the development of side effects of AR pathway inhibitors and antiangiogenic agents may unlock a number of unique opportunities to study how exercise prescriptions can be used more effectively. Resistance training may be a particularly important modality."
CD012120,0,26582176,0,Chronic Treatment with the AMPK Agonist AICAR Prevents Skeletal Muscle Pathology but Fails to Improve Clinical Outcome in a Mouse Model of Severe Spinal Muscular Atrophy.,"Spinal muscular atrophy (SMA) is a genetic neuromuscular disorder characterized by spinal and brainstem motor neuron (MN) loss and skeletal muscle paralysis. Currently, there is no effective treatment other than supportive care to ameliorate the quality of life of patients with SMA. Some studies have reported that physical exercise, by improving muscle strength and motor function, is potentially beneficial in SMA. The adenosine monophosphate-activated protein kinase agonist 5-aminoimidazole-4-carboxamide-1-β-D-ribofuranoside (AICAR) has been reported to be an exercise mimetic agent that is able to regulate muscle metabolism and increase endurance both at rest and during exercise. Chronic AICAR administration has been shown to ameliorate the dystrophic muscle phenotype and motor behavior in the mdx mouse, a model of Duchenne muscular dystrophy. Here, we investigated whether chronic AICAR treatment was able to elicit beneficial effects on motor abilities and neuromuscular histopathology in a mouse model of severe SMA (the SMNΔ7 mouse). We report that AICAR improved skeletal muscle atrophy and structural changes found in neuromuscular junctions of SMNΔ7 animals. However, although AICAR prevented the loss of glutamatergic excitatory synapses on MNs, this compound was not able to mitigate MN loss or the microglial and astroglial reaction occurring in the spinal cord of diseased mice. Moreover, no improvement in survival or motor performance was seen in SMNΔ7 animals treated with AICAR. The beneficial effects of AICAR in SMA found in our study are SMN-independent, as no changes in the expression of this protein were seen in the spinal cord and skeletal muscle of diseased animals treated with this compound."
CD012120,0,23220836,0,Brachial amyotrophic diplegia in the setting of complete HIV viral load suppression.,"Brachial amyotrophic diplegia (BAD) is a rare segmental form of motor neuron disease which presents with asymmetric lower motor neuron weakness largely confined to the upper extremities (UE). In the case being reported, a 62-year-old gentleman on antiretroviral treatment since 1993, presented with left-arm weakness in 2007 that quickly progressed to involve the right arm. Complete HIV-viral load suppression had been achieved since 2003. Examination revealed lower motor neuron weakness in both UEs, worse proximally than distally and normal strength in the lower extremities (LEs). Nerve conduction studies showed reduced amplitudes of bilateral median and ulnar nerves' motor responses. Needle electromyography of bilateral UE showed active and chronic denervation/reinnervation changes with normal findings in both LEs. MRI of the cervical spine showed cord atrophy. This is the first case report describing a patient who presented with BAD in the setting of complete HIV-viral load suppression for many years."
CD012120,0,26104324,0,Effects of exercise on soleus in severe burn and muscle disuse atrophy.,Muscle loss is a sequela of severe burn and critical illness with bed rest contributing significantly to atrophy. We hypothesize that exercise will mitigate muscle loss after burn with bed rest.
CD012120,0,22593987,0,[Strategy of physiotherapy in dysphagia associated with spinal muscular atrophy type Ib: Case study].,"Neuromuscular diseases progress to pathologic conditions which reveal structural or functional lesions of the elements forming the motor unit of the body. Typical clinical symptoms include muscle weakness, muscle flaccidity, pareses, and partial or total loss of reflexes. Excessive intensity of these symptoms leads i.a. to motor dysfunctions and ultimately to problems with physical development of children and youth. Treatment of such conditions is based on physiotherapy. The aim of this article is to expose the growing problem of dysphagia in patients with neuromuscular diseases and to systematize therapeutic activities during the process of rehabilitation."
CD012120,0,16965881,0,A boy who is an amazing artist.,Abstract not available
CD012120,0,24675129,0,"Commentary on: ""perceptions of equine-assisted activities and therapies by parents and children with spinal muscular atrophy"".",Abstract not available
