CD,Misc,PMID,label,title,abstract
CD008892,0,13326249,0,"Agglutination of red blood cells, sensitised with a polysaccharide substance extracted from proteus OX-19. I. Use in serological diagnosis of typhus fever.",Abstract not available
CD008892,0,1545485,0,Role of ciprofloxacin in typhoid fever.,"A study was conducted to investigate the effects of ciprofloxacin in typhoid fever and to compare its efficacy with chloramphenicol. Eighty patients between 20-45 years with positive blood culture were included in the study. Seventy five percent patients treated with ciprofloxacin became afebrile within 72 hours while with chloramphenicol it took upto 120-144 hours for the same percentage of patients to become afebrile. Four patients resistant to chloramphenicol, cotrimoxazole and ampicillin/amoxycillin, also responded to ciprofloxacin. There were no significant adverse effects indicating that ciprofloxacin is safe and effective drug for resistant and nonresistant cases of typhoid fever."
CD008892,0,2279469,0,Bacterial isolates involved in cases of septicaemia in a Nigerian hospital.,"Of the nine hundred and twenty patients clinically diagnosed of having septicaemia at the Obafemi Awolowo University Teaching Hospital Complex, Ile-Ife, Nigeria between 1980-1987, 233 (25.3%) had blood samples positive by culture. Thirteen different bacterial species were identified from positive blood cultures of which six predominated: Staphylococcus aureus (30.5%), Coliforms (17.6%), Klebsiella spp. (14.2%), Pseudomonas aeruginosa (9.2%), Escherichia coli (7.9%) and Salmonella typhi (5.9%). The in vitro antibiotic, disc sensitivity pattern of the isolates showed they were relatively resistant to ampicillin and penicillin G but comparatively sensitive to antibiotics commonly used in the treatment of infections caused by these organisms. Septicaemia cases were recorded in all age groups but incidence in females was slightly but not significantly higher than in males (p less than 0.05). The study reveals the predominance of S. aureus strains in case of septicaemia in Nigeria."
CD008892,0,21978238,0,Treatment guided by rapid diagnostic tests for malaria in Tanzanian children: safety and alternative bacterial diagnoses.,"WHO guidelines for the treatment of young children with suspected malaria have recently changed from presumptive treatment to anti-malarial treatment guided by a blood slide or malaria rapid diagnostic test (RDT). However, there is limited evidence of the safety of this policy in routine outpatient settings in Africa."
CD008892,0,21501827,0,Activation of a RhoA/myosin II-dependent but Arp2/3 complex-independent pathway facilitates Salmonella invasion.,"Salmonella stimulates host cell invasion using virulence effectors translocated by the pathogen's type-three secretion system (T3SS). These factors manipulate host signaling pathways, primarily driven by Rho family GTPases, which culminates in Arp2/3 complex-dependent activation of host actin nucleation to mediate the uptake of Salmonella into host cells. However, recent data argue for the existence of additional mechanisms that cooperate in T3SS-dependent Salmonella invasion. We identify a myosin II-mediated mechanism, operating independent of but complementary to the Arp2/3-dependent pathway, as contributing to Salmonella invasion into nonphagocytic cells. We also establish that the T3SS effector SopB constitutes an important regulator of this Rho/Rho kinase and myosin II-dependent invasion pathway. Thus, Salmonella enters nonphagocytic cells by manipulating the two core machineries of actin-based motility in the host: Arp2/3 complex-driven actin polymerization and actomyosin-mediated contractility."
CD008892,0,23609512,0,Decreased ciprofloxacin susceptibility in Salmonella Typhi and Paratyphi infections in ill-returned travellers: the impact on clinical outcome and future treatment options.,"The emergence of decreased ciprofloxacin susceptibility (DCS) in Salmonella enterica serovar Typhi and serovar Paratyphi A, B or C limits treatment options. We studied the impact of DCS isolates on the fate of travellers returning with enteric fever and possible alternative treatment options. We evaluated the clinical features, susceptibility data and efficacy of empirical treatment in patients with positive blood cultures of a DCS isolate compared to patients infected with a ciprofloxacin-susceptible (CS) isolate in the period from January 2002 to August 2008. In addition, the pharmacokinetic and pharmacodynamic parameters of ciprofloxacin, levofloxacin and gatifloxacin were determined to assess if increasing the dose would result in adequate unbound fraction of the drug 24-h area under the concentration-time curve/minimum inhibitory concentration (ƒAUC(0-24)/MIC) ratio. Patients with DCS more often returned from the Indian subcontinent and had a longer fever clearance time and length of hospital stay compared to patients in whom the initial empirical therapy was adequate. The mean ƒAUC(0-24)/MIC was 41.3 ± 18.8 in the patients with DCS and 585.4 ± 219 in patients with a CS isolate. For DCS isolates, the mean ƒAUC0-24/MIC for levofloxacin was 60.5 ± 28.7 and for gatifloxacin, it was 97.9 ± 28.0. Increasing the dose to an adequate ƒAUC(0-24)/MIC ratio will lead to conceivably toxic drug levels in 50% of the patients treated with ciprofloxacin. Emerging DCS isolates has led to the failure of empirical treatment in ill-returned travellers. We demonstrated that, in some cases, an adequate ƒAUC(0-24)/MIC ratio could be achieved by increasing the dose of ciprofloxacin or by the use of alternative fluoroquinolones."
CD008892,0,6415092,0,Detection and characterization of mouse monoclonal antibodies to epidemic typhus rickettsiae.,"A solid-phase immunofluorometric assay was used to detect mouse monoclonal antibodies to epidemic typhus rickettsiae, Rickettsia prowazekii (the immunizing antigen), and to murine typhus rickettsiae, Rickettsia typhi, a related antigen. Of the 649 hybridoma cultures obtained, 628 contained antibodies either to R. prowazekii or to both R. prowazekii and R. typhi. A total of 72 cultures were cloned by limiting dilution and yielded 137 antibody-producing clones. Of these, 104 produced antibodies specific for R. prowazekii, 22 produced antibodies that reacted with R. prowazekii and R. typhi, and 11 produced antibodies that reacted with R. prowazekii, R. typhi, and R. canada. The immunoglobulin isotypes of the mouse monoclonal antibodies produced were identified by a related indirect immunofluorometric assay technique with fluorescein isothiocyanate-conjugated antisera specific for each isotype. Antibodies were also evaluated by indirect fluorescent antibody tests, and antibodies from selected clones were found to neutralize rickettsial toxic activity in mice."
CD008892,0,19104896,0,Typhoid sigmoid colon perforation in an 18-month-old boy.,Typhoid fever is a severe infective disease endemic in the areas where sanitation is poor. Its serious complication is bowel perforation with terminal ileum as the commonest perforation site. We report a case of an extremely unusual site of perforation in sigmoid colon due to typhoid fever.
CD008892,0,6756906,0,"Comparison of micro-ID with API 20E for identification of Salmonella, Shigella and Yersinia species.","Micro-ID is a new kit system for the identification of Enterobacteriaceae in 4 h. It consists of 15 biochemical tests with paper discs. A study was conducted to compare the accuracy of the Micro-ID system with that of the API 20E system for identification of Salmonella, Shigella and Yersinia species. Both systems correctly identified 57 out of 59 (97%) Shigella strains. Micro-ID correctly identified two Salmonella typhi strains, whereas API 20E incorrectly identified one. Of 138 Salmonella strains of other serotypes, 135 (98%) were correctly identified by Micro-ID and 130 (94%) by API 20E. The respective figures for the Yersinia strains were 40 out of 45 (89%) and 30 out of 45 (66%). It is concluded that Micro-ID is at least equal to API 20E in its ability to identify Salmonella, Shigella and Yersinia species."
CD008892,0,19230587,0,Clinical features and early diagnosis of typhoid fever emphasizing usefulness of detecting mesenteric lymphadenopathy with ultrasound as diagnostic method.,"Typhoid fever is endemic in Pakistan. Most patients are children. As the symptoms and signs are often unspecific, it is difficult to diagnose typhoid fever without blood culture. We retrospectively reviewed 51 cases of typhoid fever who were all admitted from 1 June through 31 August 2002. Sixteen cases were positive by blood culture and confirmed as typhoid fever. All cases had Salmonella typhi. Although 16 cases were culture-negative, they were clinically diagnosed as typhoid fever. The remaining 19 cases were clinically diagnosed without blood culture. The clinical features of the culture-confirmed cases were more severe than the culture-negative cases. Mesenteric lymphadenopathy was very frequently detected with ultrasonography, in both culture-confirmed and culture-negative cases. The rates of detecting mesenteric lymphadenopathy were 69% and 63%, respectively. Meanwhile, the rate in non-typhoid fever patients was 5.5%. It was considered that detecting mesenteric lymphadenopathy with ultrasonography was very useful in the diagosis of typhoid fever in endemic areas."
