CD,Misc,PMID,label,title,abstract
CD010542,0,21321842,0,Accuracy of VirtualTouch Acoustic Radiation Force Impulse (ARFI) imaging for the diagnosis of cirrhosis during liver ultrasonography.,VirtualTouch is a new technique recently proposed to evaluate liver stiffness during B-mode ultrasonography. The goal of the present study was to analyze the diagnostic accuracy of VirtualTouch in the diagnosis of cirrhosis and its correlation with transient elastography (Fibroscan).
CD010542,0,22512436,0,Transient elastography in patients with celiac disease: a noninvasive method to detect liver involvement associated with celiac disease.,"Liver involvement in celiac disease (CD) is clinically relevant and could require specific treatment in addition to gluten-free diet (GFD). Transient elastography (TE), a noninvasive tool for assessing liver stiffness (LS), has widely been reported as an accurate surrogate marker of liver fibrosis."
CD010542,0,17585186,0,[Clinical application of non-invasive diagnosis for hepatic fibrosis].,"Progressive hepatic fibrosis with development of cirrhosis is a feature of chronic liver disease. Assessing fibrosis is important for predicting disease progression and patient management. Liver biopsy is the current gold standard for the diagnosis of liver fibrosis. However, liver biopsy is an invasive procedure. Alternative non-invasive methods have been developed. Serum markers are useful in predicting liver cirrhosis, but accuracy of serum markers is not satisfactory in the assessment of fibrosis. Newly developed transient elastography (Fibroscan) is a non-invasive method of measuring liver stiffness. Fibroscan has been reported to be superior in early detection of cirrhosis to serum markers. Factors influencing it's performance are not fully investigated. The evaluation of new tests should be continued to perform."
CD010542,0,21894287,0,Liver biopsy in the era of elastography.,Abstract not available
CD010542,0,18410556,0,Prospective evaluation of transient elastography for the diagnosis of hepatic fibrosis in Asians: comparison with liver biopsy and aspartate transaminase platelet ratio index.,"Transient elastography (TE) is a reliable non-invasive predictor of hepatic fibrosis, but data on TE in Asians are limited."
CD010542,0,21971536,0,Comparison of transient elastography and acoustic radiation force impulse for non-invasive staging of liver fibrosis in patients with chronic hepatitis C.,"Transient elastography (TE) is adequate for a diagnosis of cirrhosis, but its accuracy for milder stages of fibrosis is much less satisfactory. The objective of this study was to compare the performance and the discordance rate of acoustic radiation force impulse (ARFI) and TE with liver biopsy in a cohort of chronic hepatitis C (CHC) patients."
CD010542,0,19563503,0,Insulin resistance is a major determinant of liver stiffness in nondiabetic patients with HCV genotype 1 chronic hepatitis.,"In patients with chronic hepatitis C (CHC), liver stiffness measurement (LSM) by transient elastography (TE), is closely related to the stage of fibrosis, but may be affected by necroinflammation. Other factors, such as insulin resistance (IR), might influence the performance of LSM."
CD010542,0,17438875,0,Transient elastography--an alternative to liver biopsy in patients with chronic hepatitis C?,"Liver fibrosis is the main determinant of clinical outcomes of chronic hepatitis C. Liver biopsy is still considered the gold-standard for assessing liver fibrosis. However, liver biopsy is an invasive procedure associated with morbidity and mortality and has several limitations. Moreover, liver biopsy is not well accepted by the patients, especially when repeated examinations are needed, and its accuracy in assessing fibrosis is questionable due to sampling errors, intraobserver and interobserver discrepancies. Therefore, over the last years there has been an increasing interest and desire for non-invasive tests to assess the stage of liver fibrosis in patients with chronic hepatitis C. There are three main groups of non-invasive methodologies for the assessment of liver fibrosis: serum markers, imaging techniques, and transient elastrography. This review summarizes current information on transient elastography used for non-invasive diagnosis of liver fibrosis in patients with chronic hepatitis C."
CD010542,0,18221303,0,Liver fibrosis on account of chronic hepatitis C is more severe in HIV-positive than HIV-negative patients despite antiretroviral therapy.,"The recent availability of non-invasive tools to measure liver fibrosis has allowed examination of its extent and determination of predictors in all patients with chronic hepatitis C virus (HCV) infection. On the other hand, most information on hepatic fibrosis in HCV/human immunodeficiency virus (HIV)-coinfected patients has been derived from liver biopsies taken before highly active antiretroviral therapy (HAART) was widely available. All consecutive HCV patients with elevated aminotransferases seen during the last 3 years were evaluated and liver fibrosis measured using transient elastography (FibroScan) and biochemical indexes. Patients were split according to their HIV serostatus. A total of 656 (69.6%) HCV-monoinfected and 287 (30.4%) HIV/HCV-coinfected patients were assessed. Mean CD4 count of coinfected patients was 493 cells/muL and 88% were under HAART (mean time, 4.2 +/- 2.4 years). Advanced liver fibrosis or cirrhosis was recognized in 39% of the coinfected and 18% of the monoinfected patients (P < 0.005). A good correlation was found between FibroScan) and biochemical indexes [AST to platelet ratio index (r = 0.405, P < 0.0001), FIB-4 (r = 0.393, P < 0.0001) and Forns (r = 0.407, P < 0.0001)], regardless of the HIV status. In the multivariate analysis, age >45 years, body mass index (BMI) >25 kg/m(2), and HIV infection were independently associated with advanced liver fibrosis or cirrhosis. HIV/HCV-coinfected patients have more advanced liver fibrosis than HCV-monoinfected patients despite the immunologic benefit of HAART."
CD010542,0,21235598,0,Transient elastography and biomarkers for liver fibrosis assessment and follow-up of inactive hepatitis B carriers.,Non invasive methods for fibrosis evaluation remain to be validated longitudinally in hepatitis B.
