CD,Misc,PMID,label,title,abstract
CD010386,0,21300136,0,Apocynin administration does not improve behavioral and neuropathological deficits in a transgenic mouse model of Alzheimer's disease.,"In addition to mitochondria, NADPH oxidase (NOX) is a source of oxidative stress, which can induce oxidative damage in Alzheimer's disease (AD). For this reason, several groups have investigated the effect of its inhibition. In AD mice, NADPH oxidase 2 (NOX2) deficiency improved behavior and cerebrovascular function, and reduced oxidative stress. In our study, we administered the NOX inhibitor apocynin to Tg19959 mice, and found that it did not improve cognitive and synaptic deficits, and did not decrease amyloid deposition, microgliosis and hyperphosphorylated tau. However, apocynin reduced carbonyl levels in the cerebral cortex but not the hippocampus, which may have not been sufficient to ameliorate symptoms. Also, the reduction of NOX-mediated oxidative stress may not be sufficient to prevent AD, since other sources of reactive oxygen species such as mitochondria may be more important."
CD010386,0,21792570,0,Functional implications of hippocampal degeneration in early Alzheimer's disease: a combined DTI and PET study.,"Hypometabolism of the posterior cingulate cortex (PCC) in early Alzheimer's disease (AD) is thought to arise in part due to AD-specific neuronal damage to the hippocampal formation. Here, we explored the association between microstructural alterations within the hippocampus and whole-brain glucose metabolism in subjects with AD, also in relation to episodic memory impairment."
CD010386,0,22777857,0,Correlation between neuropsychological tests and hypoperfusion in MCI patients: anatomical labeling using xjView and Talairach Daemon software.,"Statistical analysis of brain perfusion SPECT images has shown mild to severe abnormalities, consistent with cortical dysfunctions in the brain. Recently, functional brain imaging such as fMRI, PET and SPECT is increasingly used for diagnosis of MCI. In this study, we calculate the correlation with perfusion of brain SPECT and neuropsychological test scores of patients by SPM analysis to evaluate the relationship with cerebral hypoperfusion and cognitive dysfunction in MCI patients. Anatomical labeling was performed automatically using the Talairach Daemon (TD) and xjView."
CD010386,0,23065791,0,My belief or yours? Differential theory of mind deficits in frontotemporal dementia and Alzheimer's disease.,"Theory of mind reasoning-the ability to understand someone else's mental states, such as beliefs, intentions and desires-is crucial in social interaction. It has been suggested that a theory of mind deficit may account for some of the abnormalities in interpersonal behaviour that characterize patients affected by behavioural variant frontotemporal dementia. However, there are conflicting reports as to whether understanding someone else's mind is a key difference between behavioural variant frontotemporal dementia and other neurodegenerative conditions such as Alzheimer's disease. Literature data on the relationship between theory of mind abilities and executive functions are also contradictory. These disparities may be due to underestimation of the fractionation within theory of mind components. A recent theoretical framework suggests that taking someone else's mental perspective requires two distinct processes: inferring someone else's belief and inhibiting one's own belief, with involvement of the temporoparietal and right frontal cortices, respectively. Therefore, we performed a neuropsychological and neuroimaging study to investigate the hypothesis whereby distinct cognitive deficits could impair theory of mind reasoning in patients with Alzheimer's disease and patients with behavioural variant frontotemporal dementia. We used a three-option false belief task to assess theory of mind components in 11 patients with behavioural variant frontotemporal dementia, 12 patients with Alzheimer's disease and 20 healthy elderly control subjects. The patients with behavioural variant frontotemporal dementia and those with Alzheimer's disease were matched for age, gender, education and global cognitive impairment. [(18)F]-fluorodeoxyglucose-positron emission tomography imaging was used to investigate neural correlates of theory of mind reasoning deficits. Performance in the three-option false belief task revealed differential impairments in the components of theory of mind reasoning; patients with Alzheimer's disease had a predominant deficit in inferring someone else's belief, whereas patients with behavioural variant frontotemporal dementia were selectively impaired in inhibiting their own mental perspective. Moreover, inhibiting one's own perspective was strongly correlated with inhibition in a Stroop task but not with other subprocesses of executive functions. This finding suggests that self-perspective inhibition may depend on cognitive processes that are not specific to the social domain. Last, the severity of the deficit in inferring someone else's beliefs correlated significantly over all subjects with hypometabolism in the left temporoparietal junction, whereas the severity of the deficit in self-perspective inhibition correlated significantly with hypometabolism in the right lateral prefrontal cortex. In conclusion, our findings provided clinical and imaging evidence to support differential deficits in two components of theory of mind reasoning (subserved by distinct brain regions) in patients with Alzheimer's disease and patients with behavioural variant frontotemporal dementia."
CD010386,0,22429886,0,Effects of age and β-amyloid on cognitive changes in normal elderly people.,"Age-related decline is common in multiple cognitive domains. β-amyloid (Aβ) deposition, a pathological hallmark of Alzheimer's disease, is also associated with cognitive changes in many older people. In this study, we examined a wide range of cognitive function in order to differentiate the effect of age and Aβ on cognition during aging. Using positron emission tomography (PET) imaging with the radiotracer Pittsburgh Compound B (PIB), we classified normal older subjects as High PIB-Old and Low PIB-Old and applied sequential multivariate analyses (i.e., principal components analysis [PCA] and discriminant analysis) to obtain summary measures of cognitive tests encompassing multiple cognitive domains. Among 5 cognitive components, a significant age effect was observed in component scores of visual memory and executive functions, regardless of the level of Aβ. Discriminant scores (weighted scores of the 5 cognitive components) revealed a significant effect of both age and Aβ and were further associated with quantitative PIB counts. The results of the current study highlight both effects of age and Aβ on cognitive changes in normal elderly."
CD010386,0,22832605,0,"Altered neuroinflammatory, arachidonic acid cascade and synaptic markers in postmortem Alzheimer's disease brain.","Alzheimer's disease (AD), a progressive neurodegenerative disorder, is the leading cause of dementia in the elderly. A recent positron emission tomography imaging study demonstrated upregulated brain arachidonic acid (AA) metabolism in AD patients. Further, a mouse model of AD shows an increase in AA-releasing cytosolic phospholipase A(2) (cPLA(2)) in brain, and a reduction in cPLA(2) activity ameliorated cognitive deficits. These observations led us to hypothesize that there is an upregulation of AA cascade and neuroinflammatory markers in the brain of AD patients. To test this hypothesis, we measured protein and mRNA levels of AA cascade, neuroinflammatory and synaptic markers in postmortem frontal cortex from 10 AD patients and 10 age-matched controls. Consistent with our hypothesis, AD frontal cortex showed significant increases in protein and mRNA levels of cPLA(2)-IVA, secretory sPLA(2)-IIA, cyclooxygenase-1 and -2, membrane prostaglandin (PG) synthase-1 and lipoxygenase-12 and -15. Calcium-independent iPLA(2)-VIA and cytosolic PGE(2) synthase were decreased. In addition, interleukin-1β, tumor necrosis factor-α, glial fibrillary acidic protein and CD11b were increased. AD postmortem brain also showed signs of cellular injury, including decreased synaptophysin and drebrin, pre- and postsynaptic markers. These results indicate that increased AA cascade and inflammatory markers could contribute to AD pathology. Altered brain AA cascade enzymes could be considered therapeutic targets for future drug development."
CD010386,0,22342372,0,Applications of positron emission tomography in animal models of neurological and neuropsychiatric disorders.,"Positron emission tomography (PET) provides dynamic images of the biodistribution of radioactive tracers in the brain. Through application of the principles of compartmental analysis, tracer uptake can be quantified in terms of specific physiological processes such as cerebral blood flow, cerebral metabolic rate, and the availability of receptors in brain. Whereas early PET studies in animal models of brain diseases were hampered by the limited spatial resolution of PET instruments, dedicated small-animal instruments now provide molecular images of rodent brain with resolution approaching 1mm, the theoretic limit of the method. Major applications of PET for brain research have consisted of studies of animal models of neurological disorders, notably Parkinson's disease (PD), Alzheimer's disease (AD), and Huntington's disease (HD), stroke, epilepsy and traumatic brain injury; these studies have particularly benefited from selective neurochemical lesion models (PD), and also transgenic rodent models (AD, HD). Due to their complex and uncertain pathophysiologies, corresponding models of neuropsychiatric disorders have proven more difficult to establish. Historically, there has been an emphasis on PET studies of dopamine transmission, as assessed with a range of tracers targeting dopamine synthesis, plasma membrane transporters, and receptor binding sites. However, notable recent breakthroughs in molecular imaging include the development of greatly improved tracers for subtypes of serotonin, cannabinoid, and metabotropic glutamate receptors, as well as noradrenaline transporters, amyloid-β and neuroinflammatory changes. This article reviews the considerable recent progress in preclinical PET and discusses applications relevant to a number of neurological and neuropsychiatric disorders in humans."
CD010386,0,21764078,0,Amyloid-β and τ biomarkers in Parkinson's disease-dementia.,"Dementia is a frequent and devastating non-motor complication of advanced Parkinson's disease (PD). There is growing evidence of a synergistic role of Alzheimer's-type brain lesions containing τ and amyloid-β (Aβ) proteins and cortical Lewy aggregates in PD-related dementia (PDD). Therefore, biomarkers of both τ and Aβ may be seen as diagnostic and predictive markers of PDD. Here, we review the available studies in PD and PDD using cerebrospinal fluid (CSF) total τ, phospho-τ, and/or Aβ levels, and PET probes targeting Alzheimer's-type lesions. Overall, high CSF τ and phospho-τ levels and/or low CSF Aβ levels have been found in part of PDD patients, and a longitudinal study has found greater worsening in cognitive performance over time in non-demented PD patients with low baseline CSF Aβ levels. Few studies are available on the use of PET imaging in PD, all of them using the Pittsburgh B compound (PIB), and with figures of about 30% of scans with PIB uptake in the AD-range in PDD. We conclude that these CSF and PET markers deserve further evaluation as candidate biomarkers of dementia in PD. According to this, we are currently undertaking a longitudinal project on the predictive value of dementia of the combined use of CSF τ and Aβ and (18)F-FDDNP PET in PD."
CD010386,0,22695623,0,Characterizing the preclinical stages of Alzheimer's disease and the prospect of presymptomatic intervention.,"Studies of asymptomatic carriers of genes that are known to predispose to Alzheimer's disease (AD) have facilitated the characterization of preclinical AD. The most prevalent genetic risk factor is the ε4 allele of apolipoprotein E (APOE). Neuropathological studies of young deceased ε4 carriers have shown modest but abnormal amounts of neocortical amyloid and medial temporal neurofibrillary tangles that is also reflected in cerebrospinal fluid (CSF) biomarkers, amyloid-β, and phospho-tau in particular. MRI studies have shown progressive hippocampal and gray matter atrophy with the advent of mild cognitive impairment (MCI), and fluorodeoxyglucose PET scans show reduced cerebral metabolism in posterior cingulate and related AD regions evident even in 30 year olds. Cerebral amyloidosis disclosed by more recent amyloid ligand PET studies in asymptomatic 60 year olds increases in parallel with ε4 gene dose. Longitudinal neuropsychological studies have revealed accelerated memory decline in ε4 carriers beginning around age 55-60 years whose severity again parallels ε4 gene dose. The clinico-pathological correlation of declining memory and AD-like neuropathological change defines preclinical AD and has set the stage for the accelerated evaluation of presymptomatic AD treatments. In this article, we briefly consider some of the earliest detectable changes associated with the predisposition to AD, and some of the prevention trial strategies that have been proposed to help find treatments to reduce the risk, postpone the onset of, or completely prevent AD symptoms as soon as possible."
CD010386,0,22628162,0,"Regional dynamics of amyloid-β deposition in healthy elderly, mild cognitive impairment and Alzheimer's disease: a voxelwise PiB-PET longitudinal study.","Amyloid-β deposition in Alzheimer's disease is thought to start while individuals are still cognitively unimpaired and it is hypothesized that after an early phase of fast accumulation, a plateau is reached by the time of cognitive decline. However, few longitudinal Pittsburgh compound B-positron emission tomography studies have tested this hypothesis, and with conflicting results. The purpose of this work is to further our understanding of the dynamics of amyloid-β deposition in a large longitudinal cohort. A total of 32 patients with Alzheimer's disease, 49 subjects with mild cognitive impairment and 103 healthy controls underwent two Pittsburgh compound B-positron emission tomography scans 18 months apart. For each participant, a parametric map of Pittsburgh compound B-positron emission tomography rate of change was created [(follow-up scan - baseline scan)/follow-up duration] and entered in a voxelwise three-way analysis of covariance, with clinical status (healthy controls, mild cognitive impairment or Alzheimer's disease), disease progression (clinical conversion from healthy controls to mild cognitive impairment or Alzheimer's disease, or from mild cognitive impairment to Alzheimer's disease) and Pittsburgh compound B status (positive versus negative) as independent factors. Only a significant effect of the Pittsburgh compound B status was found: both Pittsburgh compound B-positive and -negative subjects showed a significant increase in amyloid-β deposition, with this increase being significantly higher in Pittsburgh compound B-positive individuals. This finding suggests either that Pittsburgh compound B-negative individuals have slower rates of amyloid-β accumulation than positive, or that the proportion of individuals showing significant increase in amyloid-β deposition, termed 'Pittsburgh compound B accumulators', is higher within the Pittsburgh compound B-positive group than within the Pittsburgh compound B-negative group. The bimodal distribution of the individual rates of neocortical amyloid-β accumulation observed support the existence of 'Pittsburgh compound B non-accumulators' and 'Pittsburgh compound B accumulators' and different clustering analyses led to a consistent threshold to separate these two subgroups (0.014-0.022 standardized uptake value ratio(pons)/year). The voxelwise three-way analysis of covariance was thus recomputed with the 'Pittsburgh compound B accumulators' only and the results were almost unchanged, with the Pittsburgh compound B-positive group showing higher accumulation than the Pittsburgh compound B-negative group. Finally, a significant negative correlation was found between Pittsburgh compound B rate of change and Pittsburgh compound B baseline burden, but only in the Pittsburgh compound B-positive group (r= -0.24; P=0.025). Higher rates of amyloid-β deposition are associated with higher amyloid-β burden suggesting that amyloid-β deposition does not reach a plateau when cognitive impairments manifest but is instead an ongoing process present even at the Alzheimer's disease stage. amyloid-β accumulation also seems to slow down at the latest stages of the process, i.e. in participants with the highest amyloid burden. Furthermore, this study identified the existence of Pittsburgh compound 'accumulators' and 'non-accumulators', notably within the Pittsburgh compound B-negative group, which may be a relevant concept for future studies."
