CD,Misc,PMID,label,title,abstract
CD011431,0,17984357,0,High prevalence of asymptomatic Plasmodium falciparum infection in Gabonese adults.,"Plasmodium falciparum, the most common malarial parasite in sub-Saharan Africa, accounts for a high number of deaths in children less than five years of age. In malaria-endemic countries with stable transmission, semi-immunity is usually acquired after childhood. For adults, severe malaria is rare. Infected adults have either uncomplicated malaria or asymptomatic parasitemia. During a period of one year, we screened 497 afebrile males to investigate the prevalence of asymptomatic P. falciparum parasitemia in villages near Lambaréné, Gabon by use of three different methods. A total of 52% of the individuals had parasites detected by a subtelomeric variable open reading frame polymerase chain reaction (stevor-PCR), 27% of the rapid diagnostic test results were positive, and 12% of the thick blood smears with low parasitemias had P. falciparum. Most positive cases were only detected by the stevor-PCR. Asymptomatic P. falciparum parasitemia in adults living in a malaria-endemic country is frequent."
CD011431,0,19954532,0,Comparison of surveillance methods applied to a situation of low malaria prevalence at rural sites in The Gambia and Guinea Bissau.,"Health record-based observations from several parts of Africa indicate a major decline in malaria, but up-to-date information on parasite prevalence in West-Africa is sparse. This study aims to provide parasite prevalence data from three sites in the Gambia and Guinea Bissau, respectively, and compares the usefulness of PCR, rapid diagnostic tests (RDT), serology and slide-microscopy for surveillance."
CD011431,0,21968908,0,Quantitative buffy coat (QBC) test for rapid diagnosis of malaria.,Abstract not available
CD011431,0,21059211,0,A multiplex assay for the simultaneous detection of antibodies against 15 Plasmodium falciparum and Anopheles gambiae saliva antigens.,"Assessment exposure and immunity to malaria is an important step in the fight against the disease. Increased malaria infection in non-immune travellers under anti-malarial chemoprophylaxis, as well as the implementation of malaria elimination programmes in endemic countries, raises new issues that pertain to these processes. Notably, monitoring malaria immunity has become more difficult in individuals showing low antibody (Ab) responses or taking medications against the Plasmodium falciparum blood stages. Commonly available techniques in malaria seroepidemiology have limited sensitivity, both against pre-erythrocytic, as against blood stages of the parasite. Thus, the aim of this study was to develop a sensitive tool to assess the exposure to malaria or to bites from the vector Anopheles gambiae, despite anti-malarial prophylactic treatment."
CD011431,0,23815862,0,"Changes in the burden of malaria following scale up of malaria control interventions in Mutasa District, Zimbabwe.","To better understand trends in the burden of malaria and their temporal relationship to control activities, a survey was conducted to assess reported cases of malaria and malaria control activities in Mutasa District, Zimbabwe."
CD011431,0,17148078,1,Bedside diagnosis of imported malaria using the Binax Now malaria antigen detection test.,"Malaria may be misdiagnosed in non-endemic countries when the necessary experience for rapid expert microscopy is lacking. Rapid diagnostic tests may improve the diagnosis and may play a role as a bedside diagnostic tool. In a multicentre study we recruited patients suspected of malaria over a period of 14 months. The Binax Now Malaria rapid test was used at the bedside and in the clinical microbiology laboratory. The training of clinical staff was monitored and their experience with the use of the test was recorded. 542 patients were included, 80 of whom had malaria diagnosed by microscopy. The rapid test used at the bedside had a sensitivity of 88% for the detection of P. falciparum compared to 95% when the test was performed in the microbiology laboratory. The risk of technical problems and invalid tests was highest when the test was used at the bedside. The rapid diagnostic test may be useful for the diagnosis of P. falciparum malaria when used by routine laboratory staff, but could lead to misdiagnoses when used at the bedside. Microscopy is still essential in order to identify the few missed diagnoses, to determine the degree of parasitaemia, and to ensure species diagnosis, including mixed infections."
CD011431,0,22200962,0,Molecular test for vivax malaria with loop-mediated isothermal amplification method in central China.,"Vivax malaria has the highest incidence in central China. High-throughput and cost-effective testing methods are essential for vivax malaria diagnosis in this area. Loop-mediated isothermal amplification (LAMP) is an established nucleic acid amplification method, which provides a promising platform for the molecular detection of malaria parasites in development countries. This study was performed to compare the LAMP method, the nested PCR-based method, and microscopic examinations in diagnosing vivax malaria. LAMP detected vivax malaria parasites in 160 of 164 microscopically positive samples (sensitivity, 97.6%), whereas nested PCR detected Plasmodium vivax in 162 of 164 samples (sensitivity, 98.8%). No false-positive results were obtained by LAMP or nested PCR among fever-positive and healthy samples. The sensitivities and specificities of the two molecular tests were consistently high. In addition, the reproducibility of the LAMP assays using water bath, which reduced the cost substantially. LAMP method is an accurate, rapid, simple, and cost-effective method that may be useful for diagnosis in field diagnoses instead of nested PCR. This method is feasible to diagnose vivax malaria parasite in endemic areas of central China."
CD011431,0,17434795,0,The diagnosis of malaria and identification of plasmodium species by polymerase chain reaction in Turkey.,"More than half of the world's population is exposed to malaria in approximately 100 countries. Rapid diagnosis and correct treatment of cases are the main objectives of control programs in malaria endemic areas. We have developed a PCR method to determine the presence of plasmodium DNA in blood. The method can also identify the species of the plasmodium by restriction enzyme analysis of the amplified product. We evaluated the performance of this method in the diagnosis of malaria suspected cases in Turkey by comparing to microscopy of the blood smears: blood samples were obtained from 114 patients with malaria symptoms, including fever and/or chills lasting for several days, before starting treatment. Thin and thick blood smears were prepared immediately in the region of specimen collection. After isolation of DNA from blood samples, DNA was amplified by PCR and digested by restriction enzyme AluI. The obtained fragments were analyzed by agarose gel electrophoresis. The number of parasites in the thick and thin smears of the blood samples was evaluated microscopically after staining by Giemsa and results were compared by PCR results. Among 114 plasmodium positive cases detected by microscopy, 100 were also detected by PCR. There were 14 false negatives and no false positive by PCR. Compared to microscopy, the sensitivity, specificity and Positive Predictive Value (PPV) of PCR were determined as 76%, 100% and 100%, respectively."
CD011431,0,20218482,1,Field evaluation of a malaria rapid diagnostic test (ICT Pf).,"Malaria rapid diagnostic tests (MRDTs) are quick and easy to perform and useful for diagnosing malaria in primary health care settings. In South Africa most malaria infections are due to Plasmodium falciparurrm, and HRPII-based MRDTs have been used since 2001. Previous studies in Africa showed variability in sensitivity and specificity of HRPII-based MRDTs; hence, we conducted a field evaluation in Limpopo province to determine the accuracy of the MRDT currently used in public sector clinics and hospitals."
CD011431,0,21978238,1,Treatment guided by rapid diagnostic tests for malaria in Tanzanian children: safety and alternative bacterial diagnoses.,"WHO guidelines for the treatment of young children with suspected malaria have recently changed from presumptive treatment to anti-malarial treatment guided by a blood slide or malaria rapid diagnostic test (RDT). However, there is limited evidence of the safety of this policy in routine outpatient settings in Africa."
