CD,Misc,PMID,label,title,abstract
CD011912,0,23527977,0,[Non-invasive ventilation in the treatment of infants with respiratory failure after cardiopulmonary bypass].,To evaluate the effects of non-invasive ventilation in the treatment of infants with respiratory failure after cardiopulmonary bypass (CPB) and extubation.
CD011912,0,11061102,0,Validation of a prognostic index in the critically ill newborn.,Elaborate and assess the degree of validity of a prognostic model for evaluating patients admitted to the Neonatal Intensive Care Unit (NICU).
CD011912,0,21743269,0,Atrial septal stenting to increase interatrial shunting in cyanotic congenital heart diseases: a report of two cases.,"Aiming to increase mixing at the atrial level, atrial septal stenting was performed in two pediatric cases with cyanotic congenital cardiac diseases. The first case was a 3-month-old male infant with transposition of the great arteries. The second case was an 18-month-old male infant with increased central venous pressure due to postoperative right ventricular outflow tract obstruction. Premounted bare stents of 8 mm in diameter were used in both cases. The length of the stent was 20 mm in the first case and 30 mm in the latter. The procedure was accomplished without any complications. In the first case, oxygen saturation increased approximately 20-25% with no significant interatrial gradient. In the latter, central venous pressure decreased from 16 to 8 mmHg immediately after the procedure. The patient was weaned from the ventilator on the second day and discharged from intensive care unit on the fifth day. Follow-up echocardiograms of both patients showed patent stents with good position relative to the atrial septum. Stenting of the atrial septum seems to be a safe and effective method to create a reliable, nonrestrictive interatrial communication."
CD011912,0,23438620,0,Anomalous left anterior descending artery from pulmonary artery: an extremely rare coronary anomaly.,"We report a rare coronary artery anomaly-anomalous origin of the left anterior descending artery from the pulmonary artery in a 40-year-old woman. The uniqueness of this case is the absence of any significant morbidity from this condition in adulthood which is in contrast to other reported cases where patients present with myocardial infarction, congestive heart failure, and sometimes death during the early infantile period.(1)."
CD011912,0,27003898,0,Lower early postnatal oxygen saturation target and risk of ductus arteriosus closure failure.,"Early postnatal hyperoxia is a major risk factor for retinopathy of prematurity (ROP) in extremely premature infants. To reduce the occurrence of ROP, we adopted a lower early postnatal oxygen saturation (SpO"
CD011912,0,2413096,0,"Long-term results of the ""palliative"" Mustard operation.","A long-term follow-up study after 41 palliative Mustard operations for transposition of the great arteries and pulmonary vascular obstructive disease is presented. The operations were performed from 1973 to 1980. Mean pulmonary arteriolar resistance was 13.96 +/- 6.7 Um2. A ventricular septal defect was not closed in 34 patients; in 7 it was created at operation. There were three hospital and two late deaths. Survivors were followed up for 3 to 10 years (mean 76.7 +/- 22.8 months). Before operation 4 children were in New York Heart Association functional class IV and 33 were in class III. Mean hemoglobin concentration was 19.43 +/- 3.14 g/dl and arterial oxygen saturation was 63.44 +/- 11.29%. After operation 18 patients were in functional class I, 17 in class II and only 1 in class III. Hemoglobin level decreased to 14.19 +/- 2.3 g/dl and arterial oxygen saturation improved to 89.12 +/- 7.25%. Cardiac catheterization in 21 survivors confirmed no change in pulmonary artery pressure and resistance. Effective pulmonary blood flow improved from 1.39 +/- 0.39 before to 2.6 +/- 0.78 liters/min per m2 after operation. The palliative Mustard operation carries a low risk and provides excellent symptomatic improvement up to 10 years in patients with transposition of the great arteries and pulmonary vascular disease."
CD011912,0,2396778,0,[Total intravenous general anesthesia during radical correction of tetralogy of Fallot].,"Three techniques of general intravenous anesthesia were compared, using mathematical parameters of the heart rhythm, hemodynamic and sympathoadrenal system responses, arterial blood Hb saturation with O2 (SaO2) and thermometry. It has been established that anesthesia with dipidolor ensures adequate protection against the operation stress both in patients with tetralogy of Fallot previously subject to interarterial anastomoses and patients with tetralogy of Fallot without anastomoses. Combined fentanyl and ketamine anesthesia ensures an adequate protection against the operation stress only in patients with tetralogy of Fallot without anastomoses. A more marked response of sympathetic autonomous nervous system and hemodynamics in patients with tetralogy of Fallot previously subject to anastomoses is, probably, mediated by a more intensive analgesic sequestration in the lungs in the presence of functioning anastomoses, which attenuates the analgetic effect. Anesthesia in patients with tetralogy of Fallot previously subject to interaortic anastomoses should be performed using higher doses of narcotic analgesics."
CD011912,0,3847415,0,"Hyperinflation, hyperventilation, and hyperoxygenation before tracheal suctioning in children requiring long-term respiratory care.","The findings reported failed to support a best method of pretreating subjects before tracheal suctioning to minimize oxygen desaturation. Conversely, all methods prevented significant desaturation. No subject's desaturation readings dropped during the study to such a point that they did not subsequently recover after 30 seconds and return to baseline by the end of the 20 minutes. Several subjects had oxygen saturation readings in the high 70s to low 80s as reported during CTP. After recovery from CTP ( in mot cases a 30-second time period), no clinically significant desaturation was noted from the 30-second time period to the end of the study. The results could not be reproduced when the trials were repeated on four subjects. If oxygenation is questionable, these children should be monitored noninvasively to prevent serious desaturation in an already compromised patient."
CD011912,0,27166202,0,Harnessing Teams and Technology to Improve Outcomes in Infants With Single Ventricle.,"Infants with single ventricle require staged cardiac surgery, with stage I typically performed shortly after birth, stage II at 4 to 6 months of age, and stage III at 3 to 5 years of age. There is a high risk of interstage mortality and morbidity after infants are discharged from the hospital between stages I and II. Traditional home monitoring requires caregivers to record measurements of weight and oxygen saturation into a binder and requires families to assume a surveillance role. We have developed a tablet PC-based solution that provides secure and nearly instantaneous transfer of patient information to a cloud-based server, with the capacity for instant alerts to be sent to the caregiver team. The cloud-based IT infrastructure lends itself well to being able to be scaled to multiple sites while maintaining strict control over the privacy of each site. All transmitted data are transferred to the electronic medical record daily. The system conforms to recently released Food and Drug Administration regulation that pertains to mobile health technologies and devices. Since this platform was developed in March 2014, 30 patients have been monitored. There have been no interstage deaths. The experience of care providers has been unanimously positive. The addition of video has added to the use of the monitoring program. Of 30 families, 23 expressed a preference for the tablet PC over the notebook, 3 had no preference, and 4 preferred the notebook to the tablet PC."
CD011912,0,22466710,0,Does treatment of patent ductus arteriosus with cyclooxygenase inhibitors affect neonatal regional tissue oxygenation?,"The effect of patent ductus arteriosus (PDA) treatment with cyclooxygenase (COX) inhibitors (indomethacin [INDO] and ibuprofen [IBU]) on regional oxygenation requires further clarification. The authors hypothesized that both INDO and IBU reduce regional tissue oxygenation in preterm neonates with PDA but that the risk is not uniform for different tissues and other factors may contribute. Regional cerebral (rSO(2-C)), renal (rSO(2-R)), and mesenteric (rSO(2-M)) tissue oxygenation measured by near-infrared spectroscopy and peripheral arterial oxygen saturation measured by pulse oximetry were recorded simultaneously before, during, and after treatment with the first dose of INDO or IBU in very preterm-born infants with PDA. Tissue-specific fractional oxygen extraction (FOE) was calculated using the rSO(2-C), rSO(2-R), rSO(2-M), and corresponding SpO(2) measurements. The findings showed a significant reduction in rSO(2-C), rSO(2-R), and rSO(2-M) and an increase in regional FOE after treatment with COX inhibitors in approximately one third of the 38 enrolled infants, which were associated with increased baseline regional tissue oxygen saturation (p < 0.01). However, the infants with posttreatment reduction of tissue oxygenation had significantly lower baseline rSO(2-C) (66.7 ± 8.1 vs 69.7 ± 8.1 %), rSO(2-R) (55.2 ± 10.8 vs 62.7 ± 11.8 %) and especially rSO(2-M) (37.8 ± 11.4 vs 46.7 ± 16.0 %) than the neonates with unchanged or increased tissue oxygenation. The two groups did not differ in terms of the risk for posttreatment reduction in regional tissue oxygenation with respect to either INDO or IBU treatment and their respective blood levels. Treatment of PDA with either INDO or IBU is associated with a 30-40 % risk for a reduction in regional tissue oxygenation, which is more pronounced in mesenteric tissue than in cerebral or renal tissue. Despite the inconsistency, reduction of regional tissue oxygenation in preterm infants with PDA is more likely associated with the administration of INDO than with the administration of IBU."
